Emotion,Text
Surprise,I will forever remember the day I found an autographed @jimlee X-Men  in my comic collection. #HappyTears
Joy,So  Thanks to @sheardonp13 for keeping me up til 3 in the morning.   
Sadness, eighth grade red team memories... 
Joy,running on a solid 2 hours of sleep 
Fear,@AskForHelp 911... Cell phone is dead. The only reason I have a land line haha
Joy,"@barrygraul Hi brother, appreciate your talents aqnd I love the band. Just started following today...any chance you can follow me back? "
Joy,jumping for is good exercise :) thanks @MostafaNageeb
Fear," Oh , dear ! How ruthless ! "
Disgust,@Chriskid56 that same whale telling a young girl to play with her 
Sadness,Every sports team I cheer for kicks me straight in the sack. 
Fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
Joy,Got off work early... Time to start my sociology essay 
Sadness,"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . "
Fear,"I was walking from my friend's house, a few blocks from my house, when a car began to follow me. He waited I passed by it rotateed a little and stopped on my way. I changed completely my way and the car went on following me until I turned at a corner and running I hid in a garden of a house, waiting for the car to pass by. I went back home terribly afraid."
Joy,i need a break. i will stop studying for an hour. YAY. 
Sadness,Depressing end to the day :( 
Neutral, Thanks ! 
Surprise,"@Sam_Fossett yeah, I'm getting the vineyard vines pants. I might whip out the Loudmouths for winter formal next year @WillBernish"
Joy,Managed to run 30 Km on skis fairly simply.
Joy,"what a nice day I had, minus the middle part...   "
Surprise,Actually dressed nice today. 
Sadness,Lets give it another half an hour more ): ):
Sadness,babies dead from aids josh need laids sum1 sleep with him n maybe u get paids @fanzoid321 #sleepwithjosh @fanzinator check my flow
Neutral, I have no reason to distrust him . He's never caused any harm . 
Disgust,i cant even c myself even hittn the follow button to follow yo ignorant ass back! 
Joy,Neighbours recalled how Ms Bailey was overJoyed at the birth of her daughter . 
Sadness,It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi.
Fear,"Why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the cause of their Fears is a question not easily answered . "
Anger,"Christina blushed , Anger at being spoken to like a member of staff . "
Fear,OH MY GOD! Bit slow but I've only just realised the 16th is only a week away! :O #nerves
Fear,"Not unexpectedly , the residents of Chiswick became alarmed at the prospect , but the acquisition proceeded of the properties on the proposed route . "
Sadness,True story: I have never seen Ohio State beat Michigan. I am like a curse on all sports franchises. 
Joy,"It is true that the wonderful advance of our people  has transformed the wilderness into a home where men and women can live comfortably , elegantly , happily , if they are of contented disposition "
Anger,@amorosinop Yo P how u feeling u ball of Anger??!!!  management #Silvio from rutville
Joy,Headache...  headed back to cs for work at  
Sadness,Currently wishing I was at the Taylor Swift concert at MSG tonight. Havn't been to a concert in a while. 
Fear,I Feared messing up a good thing and messed it up trying not to mess it up...smh 
Neutral," Turtles ? Whatever ... Look , all that ’ s required for the creation of matter an imbalance of particles and anti-particles . At least , that ’ s what the math says . "
Sadness,Sitting at LAX crying! Miss Cali and my bookie already!..
Disgust,It is in NO way about stomach cramps! Feeling of pure with my stomach
Joy,"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat."
Joy,A quien le diga que he cambiado ir al concierto de de la  por ir a la me mata y creo que me arrepentire durante un largo tiempo
Fear,...and guess what song just popped in my head. 
Anger," Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . "
Sadness, The supply outstrips the demand in the job market and women are in a disadvantageous position as a whole . 
Joy,@LandsEndPR giving shows what words can't plus it brings smile &amp; anticipation to both   
Fear,"In a rather important exam, when they caught me red handed copying."
Joy,"Head is killing me , practice tonight "
Joy,xmas tree shopping 
Surprise,Wat een werk gaat er toch altijd in een zitten. Maar wel leuk om te maken en mee bezig te zijn!
Fear,Could your Twitter account be slowly killing you? Details at 11  
Sadness,"Mo' Money, Mo' Problems "
Surprise,En dan hoor ik ineens dat mijn papa over 2 daagjes naar Parijs komt! 
Joy,"When I won the \Under 18\"" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing."""
Anger, I can ’ t believe it ! I thought the Cougars were going to win for sure . 
Joy,"only 3 more days until graduation! reports, awards. school certficate all in one day "
Joy,"As I walked down the front steps for the last time , a feeling of elation swept over me . "
Anger,Wrote probably every feeling I've had these last 5 years in one song. I'll have the lyrics on Facebook soon.#Sadness #Rejuvenation
Joy,I have amazing friends. Showin up at my house n shit. 
Neutral, Bye ! 
Fear,"&quot;what if my mom, in an exhausted state accidentally asked how large his penis was instead of his underwear, oh i mean undies.&quot; #random"
Neutral, Yes ? 
Anger,When my roommate's moped was stolen I was very Anger.
Joy,"Show up to class an hour late, door makes loud noises when I open it, everyone turns around. "
Disgust,"@bighar59 @jake_richter I'm not one for that sand shit, but big har I heard you got a lot of it "
Sadness,Nothing breaks my heart more than a sick baby 
Surprise,Ima buy my boyfriend a present lol
Joy,That afternoon I rushed home to look at the result slip of the higher level as fast as possible.  I opened the envelope very carefully and found that my results were much better than I had expected and thus I could enter the Chinese university.  My diligence had paid and I was very happy.
Surprise,MAC MILLER LIVE IN MARCH W DJ L-MOTION!!!!! DAMBURY CT 
Joy,"going to relax my first night back at fred, massive amounts of homework that I have will start tomorrow. "
Neutral, And Lisa . 
Surprise,Just cooked a world class meal. Surprused my sister she didn't know I was a chef in disguise...:)  
Sadness,"My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to."
Anger,At what point does Fred Hoiberg's heart doctor get concerned? 
Joy,"When someone made me a compliment after an examination just at the moment I needed it. It was amicable, hearty and sincere."
Sadness,"When my wife died in hospital, she was pregnant and had undergone an operation."
Joy,"Nick , it's very nice of you to see me off . "
Sadness,This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.
Joy,"But seriously , I 'm very happy that you 're staying . "
Fear,@tonyreilly I will not be attending  today due to severe #Shame #hangover. I will send my best wishes though. Love'n'bubbles
Sadness,I understand all those movies and songs about your heart and head being conflicted. I did not know it was possible to be this sad.
Joy,"Looking forward to tomorrow and also NOT looking forward to tomorrow. UGH, it's going to be a luverly HOMEWORK filled weekend. "
Sadness,Now I can't sleep because I'm excited for school....  
Sadness,@goddessyan half a dem neva hav sunday dinner 2come home 2 
Surprise,@_OhMyDelena Oui! y'a des questionnaires &amp;' tout. la j'ai une autre prof donc je sais pas encore mais on verra... x)
Sadness,LOOOOL! RT @funnyorfact: Remove all the vowels from 'female' and you're left with FML.
Neutral, Ok . 
Surprise,Told myself I'd clean up my messy clothes shelf this afternoon I'm only doing it now #fml
Sadness,One kill away from an ac130 I die then get fuckin spawnkilled by my teammates care package #bullshit
Joy,Break! How would it feel to KNOW you are fantastic at what you love to do? Feel that confidence &amp; Joy. #LJB
Joy,"RReally fun break, now back to school tomorrow to get screamed at #gottaloveetown"
Fear,"@DougSloan People, a majority according gallup nationwide, support legalizing marijuana, so why don't Dems? #racism #closemindedness"
Fear,Fear. Anyone can win their Fears. Fear is there to bully you around. Don't let it! Darkness can't ever devour light.  #mind #brain
Surprise,Time to go Birthday dinner I guess
Anger, How dare you be so inconsiderate ? That's wrong . 
Joy,"Not ill yet, but stomach is doing weird, release was postponed a day "
Joy,someone named their baby this today in some local hospital
Joy,@jadekimberley1 yeah good ta x not really a rush more of a slow burn!! Start of the 11:30 finish next week 
Fear,"When I was going home, I saw somathing which looked like a snake   on the road but later I found out that it was only a stick."
Joy,   may your &amp; #abundance continue to multiply in many unexpected but delightful ways. Be #blessed
Surprise,@_MeganCasey Remember that time we listened to S Club 7 in EU? 
Surprise, biology lab finals in 23 mins...bout to rape this test though...@BlackRhino09
Joy,When I thought that my high school love and I had a mutual emotion.
Sadness,I don't wanna goo to school :'( !!! #hateschool #hatelife
Joy,&quot;The stars align in how your @CityYearSanJose team partners with our staff. It's so natural. That's rare!&quot; -4th grade teacher #impact
Anger,I hate not having anyone to smoke with right now. My brother won't wake the fuck up. #rage #thuglife
Anger, You told Martha that I was on a date ? What was that all about ? 
Joy,Congrats Becka! Don’t forget for the next 5 days tell us what brings you for a chance to win some TBS goodies! x
Sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending."
Joy,"Joy, unspeakable Joy. It rises in my soul  Never lets me go.   "
Joy,A friend of mine travelled very far. I miss her but feel Joy too because fer life is taking the right direction as she wants. So I feel Joy for her mainly.
Joy,Working all day. Blahh! 8am-8pm. But I gotta make $$$ for Black Friday #shopallday
Disgust,I think it's about time I delete my dad off facebook....... Too many status' regarding masturbating 
Anger,Trying so hard not to just break shit. #frustration
Fear,You 're frightened to go to sleep . 
Joy,Gotta make ANOTHER trip to the city tomorrow -_- 
Joy,Neil Kinnock was happy that his deputy should spell out his commitment to equality as Labour 's objective . 
Anger,"Untidy work led to rows , rows led to confrontation , confrontation led to the boy being soundly thrashed by his exasperated mother . "
Sadness,Ouch ! I just bit my tongue . 
Joy,"Its reassuring to know I studied for 5 hours today and when I sit down at my test, there's gonna be nothing I studied on it. "
Disgust,"You arrest somebody , maybe a drunk , the next day he 's feeling a little disgruntled and almost inevitably he 'll make a complaint "
Fear,"During a demonstration I climbed up the closed central door of a bus.  When the bus stopped I had to go back to the same place, afraid that the police would see me.   "
Sadness,Happy birthday  .... what would the world be like if  were still rocking it 
Anger,@PsychologiesMag latest  evidence states  hijack is no longer a valid excuse for so thanks for the article!
Fear,He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out . 
Anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
Neutral, Banker ? 
Surprise,There's a special place in hell for people who pee on the toilet seat in a badly lit public bathroom. 
Joy,Goodnight. Chemistry and Business law exam tomorrow. 
Surprise,On my way home a day early! Can't wait to scare my parents to death :) 
Sadness,"Algunos HDP ya vieron el trailer de The Hobbit y yo acá, en mi casa, sin nada que ver, ni siquiera The Walking Dead... "
Sadness,Usually south park can get me laughing but not today 
Surprise,Making @ricerokket watch KKTNY tonight.. 
Fear,@TaiwanJonesNFL  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3
Surprise,another night ending with me crying? 
Anger,Sue gets cross about that . 
Sadness,Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . 
Surprise,Installing new Xcode… App Store works pretty good for this stuff. 
Sadness,Lolz il a des gens qui on pas de vie 
Joy,So relieved I got that shitty seminar out of the way. Now all I have are 2 tests this week and another presentation. 
Sadness,I want to do a cover of 'Mirror' but I need to find a rapper LMAO. 
Neutral,Hello ! 
Sadness,XMAS BREAK: WHY U NO COME FASTER?! #frustration
Anger,"I was Angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup."
Anger,My boy-friend had promised me to come home at about 10 p.m. He did not return until midnight and had consumed a lot of alcohol.
Surprise,Day not going as planned &#xA;%LOVE DONT LIVE HERE%
Joy,Why is it so hard for me to start studying? Oh ya because my packet of notes is 20 pages. Typed. 
Joy,"So my twin brother is out with some girl named Azizah, while im here at home with bibik .. "
Surprise,@ashlee_yrigoyen message me back. i have a proposition for you! 
Anger,What's that campus center? You have all this delicious food but decide to close everything already?! #ACU
Sadness,S/O to @aausbrook93 my favorite friend in the whole wide world!! :))) But she doesn't talk to me enough and we never hang out! :((( 
Surprise,when your biological dad that you've never spoken to in your life calls you on your cell phone at 2 in the morning. 
Anger,I am so pissed off right now. Ready to kill. 
Sadness,Just finished my last episode of Glee on Netflix #LoserLikeMe
Surprise,Shoulda went home beat as fuck 
Joy,@HowfenClaret enJoy Hun. I have to start packing my stuff up for big office move 
Fear,"@WhiskeyandLace1 we'l have to try new places more often. I'm a bit worse for wear though. Stomachs full of booze, hands shaking "
Fear,"Walking back from the gas station me, @Brooklyns_MoKo, and Faisal saw a dog without a leash and freaked the hell out "
Joy,@michellejcarter im not even at Anna house and I have to drive to Gainesville 
Joy,i don't think imma be awake at school tomorrow 
Fear,Everyone is terribly concerned at the moment ; we had thought that the security at St Helier was tighter than in most other hospitals . 
Fear,"I read with dismay the remark attributed to the Central Scotland Water Development Board in your report today that ` water required powerful law "" , otherwise , the water authorities ` would never get anything done "" . "
Sadness,"@SteelCityKnight Today is December, sir. And it's cold. "
Sadness,I'm woundering y in the world is 25 days of christmas startin so early?! its gonna end on the 15th! wtf? 
Sadness,Man I really want some olive garden wish my hubby was home to take me :( 
Joy,"A very early morning here. Company CSR Day, will be with old people...wooweee. Sending all  #compassion #peace"
Anger,"My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next 6-12 months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week."
Anger,I would spill my leftover chipotle...atleast my dogs got to enJoy it 
Sadness,My younger brother and sister were involved in an accident on their way back from school and my brother was quite badly hurt.
Sadness,I actually teared up at the Memorial! So many people had such strong hopes for him to turn his life around... #ifonly #deathissad
Joy,Take me to the  Help me see what grace is.  me find my in You and not people and places..&#xA;#Desperate
Sadness, I feel the same way . 
Fear,It's good to be aware that a certain amount of is going to accompany every change in your life - change for worse or better.
Sadness,@droid_life reading the  volume big comments....looks like a civil war is about to break out ..#ics #android
Anger,` I was so mad when your father tried to twist my arm . 
Joy,"Smiling across the room at Laura 's tall , slender figure , she added , ` Besides , everyone in your office was so pleased at your promotion . "
Surprise,j'écoute un son sa race je savais même pas qu'il était dans mon itunes 
Surprise,Corbett stopped his horse and turned to the startled Ranulf . 
Neutral, Two waves ? 
Joy,Heading to bed the earliest I've done in a long time. Work begins at 8. Alarm goes off at 5. 
Fear,I was walking alone along the place where people Fear that there are always thieves there and the people who kill their friends during the night two months ago.
Surprise,my mom just made me carry in a 50 inch tv with my eyes closed because it was my christmas present. 
Joy,running 2 miles in the morning 
Surprise,I thought it cudnt get worse and guess the fuck what... 
Joy,Happy Holidays. Let the family drama begin. 
Joy,"While everyone's going to the preview tonight, I'll be at work... "
Anger,It's terrible how things have changed.You remember there used to be trees on all these hills . 
Disgust,Can't stand helping people and their mouth &quot;Mouth&quot; smells like ass 
Fear,Oh! I just raid these red ants can bite in our airways. They get swollen and the person will have to be hospitalized.And i ate many :(
Fear,touch pad on my laptop is not letting me click 
Joy,"Tired and cold. Ready for PJs, a blanket, and @michaelmears arms. #luckygirl"
Surprise,@Detraker @Guinel_G_XIII  Je re Vendredi Ou samedi Matin J'espere ramené en pour une #Débauche digne de ce nom
Anger,"Rebecca went in search of her bag , and Lissa sent an irate look in Adam 's direction . "
Surprise,@plums69 I purr-chased some vinyl yesterday too!! Online so didn't get the Joy of flicking through a musty old record shop 
Joy,Peace begins with a smile.-Mother Teresa   &amp; to all #mums &amp; #dads #THANKYOU
Fear,Still no power! About to commit a crime so an LAPD chopper high beam will light the sidewalk. #skunks #coyotes #ambush
Joy,"Oh how I just want to annoy, poke, &amp; jump on her bed again "
Sadness,“@RogerClark41: This just in: The Mets have traded Shake Shack and Blue Smoke for a Bob Evans and a restaurant to be named later...”
Sadness,Ughhhhh I have to cut my hair for basic and it has to be above my collar....soon to be  ); 
Sadness,When has it become acceptable to skip gym class for work? 
Surprise,"I can't wait to see the look on all of my family's faces when I walk in the door, "
Joy,It is difficult to tell whether they are disappointed or pleased when the expected end seems delayed . 
Sadness,"Scorning the establishment , they left homes and heartbroken parents . "
Surprise,@reamaedayap @edz1882 @SpiritMaster201 @CJcel  asan na yung MO?wait nmin kahapon pa..heheheh #ATAT LANG
Anger,sometimes when i think bout you i want to beat the shit out of your face so everyone can see how ugly you are inside and out 
Disgust, The sacking continues. Similar to catholic cospiracies. #education
Joy,back to the sports law hustle 
Fear, don't ever piss off a young hot mark wahlberg  
Neutral," And in my opinion , medicine is making us healthier . "
Neutral, Thank you . 
Surprise,Just found a mint from dana in my pocket... my day keeps getting better
Anger,"Gazza was blazing mad that his training ground ` discussion "" had been misinterpreted as a bust-up . "
Disgust,Jackie does the ABSOLUTE MOST ugh she makes me sick 
Anger,Hello ! We ’ Ve been waiting for our lunch order for over an hour . Did you forget our order ? 
Anger,Why Jesus do we have room inspections? Nothing makes you feel more grown up than some random strAnger looking through all your crap 
Anger," Egg ! I told you about it last week ! Smelly Toes is playing , and Eric asked if I would go with him ! "
Joy,You are afraid and full of excitement at thoughts of what you might find . 
Joy,@Peterlowee @deez_tweetz24 @Harrisonlioce that's funny Pete but I do hate baseball haha the only thing I care about it 
Sadness,I'm afraid I can't go to the pictures with you tomorrow . 
Surprise,Een brand op hart van nederland -__-
Surprise,Iedereen een fijn Sinterklaas weekend!!  #cadeaus #pepernoten EN #chocolade letter
Sadness,"Psalm 5:2 Hear my cry for help, my King and my God, for to you I pray. #God #faith #Jesus #YouDeserveBetter"
Joy,"When I passed the B.A exams and my parents allowed me to carry on my studies and do a M.A. , I was very happy."
Sadness,When I am at home alone.
Sadness,"At a lack of love of my father for my mum, Sadness for him more than anyone else because he does not realise how much love and Joy there could be between them, and is, and how much he is damaging himself apart from mum."
Joy,In March they were received as World Champions by an ecstatic crowd after winning the Cricket World Cup for the first time . 
Joy,@TheBodyShopUK is having a birthday 2 weeks before Christmas. Lots of family time 
Sadness,A certain person whom I respect and esteem a lot pays me no attention.  She keeps up appearances but shows almost no interest in me.
Joy,"&quot;A glad heart makes a cheerful face, but by sorrow of the heart the spirit is broken.&quot; Proverbs 15:13 Be Joyful!  "
Sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I was told he passed away. He had cancer of the Oesophagus."
Fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night.
Joy,GM! Today remember that what you give up to follow Jesus won't even compare to what you'll gain by following Him!  
Anger,I realized when I have to wake up from a nap before I want I'm cranky as hell!    #frustration lol
Sadness,"My sweetheart left me, or rather we decided to break it off by mutual consent.  The consequences were - unrestrained weeping, feelings of loneliness, hopelessness and disconsolation.  I felt that I should find a friend, to talk to Joyfully and to forget."
Sadness, My mother just passed away last Tuesday . 
Joy,"If I Had The Wings Of An Eagle , If I Had The Arse Of A Crow , I'd Fly Over N********m F****t And Shit On The Bastards Below  #bs"
Fear,"In this he resembled Bonamy Dobre at Leeds , who reacted with the utmost dismay when his pet student , Robin Skelton , announced his engagement to a fellow-student . "
Fear,On se croit dans Silent Hill quand l'alarme marche le premier mercredi du mois. #villeabandonnée #monstres
Joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto."
Joy,Ortho appointment tomorrow then dentist appointment thursday -.-
Surprise,so apparently i have a 15 page research paper due wednesday at noon. !
Fear,It was more that Fear - anguish -that I felt before my last exam.
Anger,@Nick_Gianacakos more of a bud than one that puts my bud inna choke hold @taylor_rigali
Sadness,She in turn had been drawn to him at the time when she was miserable about Jean-Pierre . 
Fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
Sadness,Okay so now Russia seems to be the new nation to be going thru the whole kicking out the ruling party drama  
Sadness, But she did and made me disappointed . 
Sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful.
Neutral, Absolutely . 
Joy,"So glad I'm home from school early, quick nap before work -_-"
Sadness,Other people 's sorrows on the whole weigh lightly on our shoulders : a merciful provision . 
Sadness,Billboard on the way home makes 3 apps I've made that I've seen advertised in the real world—easily my worst 3. 
Surprise,we went into our biology teachers car trunk and found boxers and bras and so we wrapped them up and put it in her front seat..
Sadness,When another person's mother died.
Disgust,Papa JOHNS &gt;&gt;&gt;&gt; Pizza HUT &gt;&gt;&gt;&gt; Dominos &lt;&lt;&lt;&lt;&lt;&lt; 
Fear,Greatest Fear in life Someone will find a way to retrieve everything I’ve ever googled.  #karam #2ostor3alyaYestor3aliekRabena
Sadness,No lie:  pizza box actually has a reminder for people to tip their delivery guy. 
Joy,my mom is making us wear elf hats for our christmas card picture... 
Joy,Can't sleep on my left side cause my ear hurts too much... 
Joy,I had the unexpected possibility to see a friend I like very much.
Sadness,Mrs. Kelli's no longer exists! It's now called Fleet Street Irish Pub and apparently is really nice with great food.  
Fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot; { &lt;3"
Joy,Getting into this university to do medicine.
Joy,7 hours til' I leave for work .. 
Joy,Oh how I hate country day. 
Anger,"When we still attended school, my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's, he got more money."
Joy," Ha , yes , brilliant ! "
Joy,Couldn't be happier that it is Friday after this long week! 
Neutral, Yes . 
Anger,F word. S word. D word.  
Anger,When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.
Joy,Birth of children.
Disgust, cocky Derm.....still a very big fan tho
Joy,"Temperamental differences operate once more with this new trio of junior heroes , whose elders , the three lieutenants , regard their pranks with mild amusement . "
Joy,"Retreat is over :(, apptm downtown then dance, ughhh long days "
Joy,going at this rate ...i won't sleep at alll tonight #lovestherainthough
Fear,My only now is that my phone's battery runs out of charge!
Fear,Deep down I get more and more frightened . 
Fear,"One day before Christmas, I went shopping with my brother and his friend. We had a good time. But on the way home we were almost in an accident because the weather was bad."
Disgust,"@soDEVineee your right its peter. Hey what ya doin? This law and order sode is about child sex abuse, that shits takin ova da media "
Fear,Giving this a try.. No owl lamp #sleeptweet
Neutral, Yes . 
Joy,Christmas Music makes December full of  and 
Joy,Locked inside @NathanBrewster house because his house key is in my car and all his family have gone out and locked me in! 
Neutral, Read it ! 
Sadness,"Then they walked away , humbled and dejected . "
Fear,Going to be a long long day in work. Also not looking forward to these photos from last night 
Sadness,"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror . "
Joy,Her head turned restlessly on the pillow as she strove to distance herself from the increasingly excited voice of the commentator and the air-splitting whine of the high-revving engines . 
Joy,Since I had My Daughter I have yet to have a bad day!!! She is a blessing... 
Surprise,"Zo! voor school van zoon is klaar. Zoon heeft ouderwets het gedicht met de hand geschreven, puntje van z'n tong uit z'n mond..."
Fear,` You 're not just frightened for Lucy . 
Joy," This is interesting , Ms.Parker . "
Joy,"@mattfidgcoq Je suis l'un des plus grand fan de François Feldman (quand j'étais enfant, maintenant, je ne l'écoute pas tout les jours) "
Neutral,"Hi Rose , what are you busy with right now ? "
Anger,I locked myself out.
Surprise,got the room rearranged. hope the roommate likes it when he gets back haha 
Surprise,Wait I love when my friends come home from college...   #thanksfrank
Sadness,Forgot to get the fresh fruit torte from wuollet's for Thanksgiving. 
Sadness,Bae gone have a tough day..God be with this family who has to bury their 1 year old baby girl :'( God will take good care of her♡
Joy,I lose texting buddies everyday.  I'm going to bed. Another day of school and work tomorrow 
Sadness, I'm sorry . We're still going . I got reservations for all of us on the 31st . It will be OK . Trust me . 
Neutral, And why are you yarning now ? Are you bored ? 
Fear,How could she be concerned about the choice of jam ? 
Sadness, Let me see ... I am sorry the tables you want are booked . 
Surprise,And even as I did I was astounded at myself . 
Joy,I woke up w/ this morning! Went to sleep w/ #Jesus on my mind! #AnnyMac  #jesustweeters
Fear,"When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare."
Neutral, No . 
Joy,Working or reworking something that I was really grateful to have done...STRETCH. Doggone it.  
Joy,At brekky w/ @R_Y_4_N at Miss Marmalade. Coffee is awe-sauce. 
Shame,But I 'm not aShamed of my body . 
Joy,Fell asleep and now I have a mark on my forehead 
Joy,I lied about never drinking energy drinks again. I had one at 8pm. It is now 4 am. I have class at 8 and haven't had a minute of sleep 
Disgust,He 'd play her along until she got fed-up and started making too many demands . 
Sadness,If anyone in the world texted me right now it would lighten up my mood   
Surprise,That awkward moment when you realize that @AmyWinehouse's twitter still works...  #omg Uhm... it's like kinda creepy .
Joy,eww RT @danecook: I just shit my pants. Pure 100% gravy. 
Joy,wearing a cow print baby grow to school tomorrow 
Joy,My Joy was the Joy of meeting again.  My husband came home after having been away for weeks (for work).  I was on the railway station to meet him.
Joy,Wonder wot time @xdoobie1990x is goin to pick me up for work! 
Anger,"Perversely , she was cross with him for having survived when she had spent the weekend fretting . "
Joy,Sometimes life can get real... but even when your eyes are filled there's a peace that you can feel. His love rescues with hope 
Neutral, But what do most people think about it ? 
Surprise,Haha @heyelife13 made an appearance during practice today #goodtoseeoyou #spaget
Joy,What a day Tweeps! Excel is a nightmare and there's so much still to do. Refuel with Wassabi and then back to the developers! 
Anger,"&quot;Rend your heart &amp; not your garments. Return to the LORD your God,4 He is gracious &amp; compassionate...slow2 &amp;abounding in love.&quot; Joel2"
Anger, I'm tired of your cut-and-dried opinions . Who do you think you are ! 
Joy,"And I swear my parents just got into a fight so they would have to answer my, &quot;is there cheese pizza?&quot; question "
Joy,When I first came to the campus.
Anger, And thank you very much for letting me keep it so long . 
Sadness,@56Slevin you got an xbox live trial at your place that I can use? Sledge cancelled his.  
Sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad."
Joy,The Joy came to me when I heard that I was going to start a Medical course at the London School for Health Sciences.
Sadness,"Elizabeth Mowbray 's face was pale and tense , her sorrowful mien reflecting the newly sombre mood of the court . "
Joy,"“Sometimes your Joy is the source of your smile, but sometimes your smile can be the source of your Joy.” ~ #Quote Thich Nhat Hanh"
Fear,"She Women share on of selling. We undersell our worth &amp; value. Leads to missed opportunities, limits sales &amp; forms a neg cycle."
Anger,"My life-partner, who was drinking more and more, spoke about kicking the cat.  He had never done anything of the kind, but I knew that he would do so one day, without thinking about it."
Joy,Ahhh Tetley's Earl Grey with vanilla back in Tesco's so don't need to go across town in hopes ...#it'sthelittlethingsinlife
Neutral, OK . 
Neutral," Yeah , Cal Ripen just hit a home run . "
Neutral, Why ? 
Disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood "
Fear,"In his meeting with Bush , zal reportedly sought to express his disquiet about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 "" . "
Joy,Christmas lights? Check! :) now its time to decorate inside.. 
Sadness,@kelss_lou @JHoe69 @McMobbin night bitches :) just leave me hanging here by myself oh well #getdevoured #nightynight
Joy,"@Overstock has baffled me with their bad service this evening. Rep says I don't have to return an item, get 2 emails saying I do.   "
Joy," I'm happy to hear that , but publishing is more than just talking to writers . it involves a lot of work , patience and responsibility . Most of the work is boring . "
Fear,"At WalMart with @iNesha_iP and she just saw a midget and freaked completely out! will KILL you, lol!"
Joy,"@Brynnixbeex3 oh man. that seems so soon. that's okay, the weekend before I go back I have to be in the hospital for a day. "
Joy,aaand to top it all off I have a 7.5 hour work day ahead! 
Surprise,Hahaha all the guys just rushed in our dorm room. We all scrambled to put clothes on. 
Fear,Not walkin up stairs because you're afraid to trip going up.. 
Fear,When I was walking around all alone at night.
Joy,5th day straight of having a headache 
Fear,"For Swift , there is a connection between cosmetics and prostitution ; the carefully assembled exterior often conceals both physical horror and moral contamination . "
Disgust,You treat your dick like it's the community lollipop 
Anger,If you have symptoms that you think may be caused by food intolerance you should not feel affronted if the doctor 's initial questions seem rather personal and irrelevant to the aches and pains being suffered . 
Surprise,@jcartermc all that matters is we got out.  Wouldn't trade it  & noble happy b day 
Disgust,Rollin on offense this drive then a bad f'n call! 
Sadness,Tired @ work. And forgot lunch :o #hungry
Sadness,When our dog died.
Joy,"Alexandra was extremely excited , over-excited in Janet 's opinion . "
Fear,I was within a hair's breadth of knocking down a drunkard who suddenly ran into the street.  The Fear came later when I     realized what could have happened.
Joy,On too my bio homework &amp; essay 
Joy,That sucked. Can't wait for practice tomorrow now.. 
