Emotion,Text
Fear,     紙 チケ の 、 合計 で いくら だっ た っけ
Fear,     さ くち ゃんおはにゃん お 風呂 かぁ ~ いい です ねぇ 富山 は 台風 大丈夫 な の か な ? 千葉 は 完全 に エリア で 暑く なり 今週 も どうぞ よろしく にゃ
Fear,     今日 の 化粧 やば すぎ て 引か れ て ます
Fear,     まだ 最寄り 駅 も 進ん で い ない という 現実 に を 背け たく なっ て き た
Fear,     もしかして 垢 バレ し たんか ?
Fear,     休め なく て 行け ない の 確定 し た とっ き の ラブラブ な やり取り レポ 楽しみ に し てる ね 笑 楽しん で き て ね
Fear,     まろ くん おは よ 0 夏休み が はじまり た 〜 でも ね 。 講習 です ... 遊ん だり も する やる は やら ない と ね ! がん ばる いっ て き ます
Fear,     だけ ぢ くん おは よ 0 今日 夏休み だ 〜 でも ね 初日 ずーっと 講習 に 行か なきゃ な の ... や だ よ 〜!!!!! がんばる けど いっ て き ます
Fear,     リンキンパーク の ボーカル 自殺 の ニュース で 朝 ショック ・ ・ ・
Fear,     え 〜 わい が エスパー なら 粉砕 し て あげ たい 出産 より 痛い 拷問 と 聞き ます
Fear,     インスタ の ストーリー とか 見る けど 楽し 笑 は 老害 えげつない やめ とく ね
Fear,     山賊 焼き が 長野 発祥 な の 知ら なかっ た です
Fear,     難しい
Fear,     お 、 オトナ だ ...
Fear,     エヘ ... ありがとう ござい ます ノート を 最後 まで 使い切る って 実は すごく 難しい な ん です ね ...!! も 落書き 帳 は ページ 余っ ちゃっ て ます ...... でも に 経っ て 描き 込ん で 、 絵 変わっ た なぁ ~ とか 変わっ て ない な ~ とか 見る の は ちょっと 楽しい です ...... ง ̆ ω ̆ ว
Fear,     理 〇 〇 今度 一緒 に 買い物 いき ませ ん ? 〇 いいね 、 行こう ! 理 やったー ! じゃー また 連絡 し ます 。 〇 うん ! ね 〇〇? 理佐 と 話し て た の 〇 え 、 、 てか する の ねる ? ね 〇〇 の 返事 次第 か な ? 〇 # もんもん の 短編
Fear,     多 すぎ で は !? ︎ 夏休み 日間 ある ん ??
Fear,     リンキン
Fear,     全然 ついったー 見れ て なく て ビックリ 明日 の 休み で 取り戻し ます
Fear,     悪い に しか 考え られ なく て 困っ て ます
Fear,     この 電車 、 ビズリーチ の 広告 だ
Fear,     え 、 ちょっと まじ 、 、 リンキン 0 楽しみ に し て た のに つらい
Fear,     なんか 、 ちょっと 怖い
Fear,     おはよう ござい ます 朝 腕時計 を 忘れ た ... 自転車 こい でる の くらい か 分から ない 恐怖 で も 大丈夫 ! あさから 米津 た いい ! 関係性 ←
Fear,     可愛い 猫ちゃん 優しい です ね 〜 のぶ 寒い よ って 阻止 さ れ た ん です ね フォロー ありがとう ござい ます よろしくお願いします
Fear,     ▂▅▇█▓▒  ω  ▒▓█▇▅▂ そういう だっ た ん です ね ! ほんま に あり がた や ́ ; ω ;` の お陰 で いい スタダ だ ♩♬* ゚ 嬉しいー !
Fear,     休み だ し 、 canta ロス だ し 、 dvd を 堪能 する ぞ *• ̀ᴗ • ́ * و ̑̑ 〜 福岡 0 days で の 出来事 〜 ☆ フォロワー に 会え た ☆ 会場 、 お喋り に 夢中 で 、 の を ルーク 通っ た の に 気づか ず ☆ 最前 で マッキー に やかん の を 注が れる ☆ 妹 が 握手会 外れる # canta
Fear,     はっ ! おは よー 姉さん !
Fear,     絆 に関して は 最初 も だっ た
Fear,     睡眠時間 短っ っ っ !!!
Fear,     ピアス ホール 膿ん でる 〜 〜 〜
Fear,     革命 しか よ 、 しか ちぃ に は ゲームボーイアドバンスsp で バックライト が つい た くらい 革命 しか
Fear,     モアシタン な の か su 拝 な の か 分かり にくい です 。
Fear,     お 弁当 作っ て くるん じゃ なかっ た
Fear,     明明後日 ユニバ だっ た ... おしい ! トラウマ 買う は 勇者 だって 思っ てる 頑張っ て ...
Fear,     え 、 テレカ ン 入れ られ た の だ が ! ま お なつ 間に合う に 帰り たい の です が わたくし ...
Fear,     めっちゃ 乾燥 肌 だ あかぎれ と ささくれ が 酷い の
Fear,     おは よー 今年 の live 見納め に なる の かぁ 楽しん で き ます ね ふぁ ぁ 、 0回 も ?! マジ かー
Fear,     キツ い
Fear,     妹 ごめん ... 一限 だっ た の か
Fear,     0 殺害 し た の アカウント 見つけ て フォロー リスト を み た けど 0 、 0 上旬 で もう ツイート 途絶え てる が い て 震え た 、
Fear,     寝ぼけ て て アイスコーヒー ポチ って まった 。 。 。 が やってくる
Fear,     です ね ! ただ で さえ 殺伐 は も ういい よ ! って なっ てる ので 、 そろそろ 揃っ て 仲良く し て いただき たい ... 笑
Fear,     この 忙しく て ツイッター 見れる が
Fear,     はい ! ファクトム も スルー し ちゃい た 。 残念 すぎ です
Fear,     また 聞い た ない の が 食べる のに 勇気 いり ます よ ね カタ  ˊ ◦ ω ◦ ˋ  カタ
Fear,     お前 プラ だっ た の ??? い つ ? まさか 昔 ?
Fear,     会う が ば その に は お酢 も いける に し たい です なあ
Fear,     大丈夫だよ ! もう 手帳 に 書い て ある ♪ マジ そうだ 怖 すぎる
Fear,     帰っ て き た 。 昨日 寝 落ち た ので 今日 の 報告 で すー
Fear,     笠寺 越し て 気づい た
Fear,     来週 の ぷりきゅあ 休み か 〜
Fear,     です よ ね 〜! でも を 待っ て い たら 明らか に 0 に 間に合わ ない という ... もう 0 も 分の が 終わっ た という 事実 に 青ざめる ばかり です ...
Fear,     美しく なっ て ... と 言い たい です が 髪型 だけ 美しく なり た トホホ も つい ウトウト
Fear,     イヤホン 忘れ て ぁ
Fear,     スティンガー 。 。 。 。 ヤバイ よ 。 もう スティンガー が に なっ て に なっ て も でき ない 。 来週 ない し 、 再来週 なんて 待て ない よ 。 あぁ 。 スティンガーバットエンド は 嫌 だ よ 。 スティンガー は 幸せ に なら ない と 辛 すぎる # キュウレンジャー # スティンガー
Fear,     0円 は 休憩 価格 くらい だっ た か !! 0 単位 な ん だ ね 〜〜... 相場 が わから ない な ... な ん だ よ せっかく 予定 を 組ん で 来 てる ん だ は きちんと 予定通り に し て 欲しい イケメン 0 と の ハイタッチ は 夢 の で も あり地獄 の でも あっ た ww も ある と いい なぁ ♡
Fear,     めっちゃ 多い
Fear,     久しぶり に ララ まじ ♪ やっ たら 難しく なっ てる !
Fear,     雨 やん け
Fear,     おはよう ござい ます 、 今日 も 暗黒 街道 か な ~ 車 の 車検 代 稼が なく て は なり ませ ぬ
Fear,     さいこ ♡ おはよう ~ 0 ˊᗜˋ * و ダンスジェジュン 来 た ね ~ * ü * 怪我 本当に 心配 だ けど 仕事 に は 人一倍 厳しい ジェジュン だ 安全 を 心から 祈っ て 応援 しよ う ね * ü * さあ 、 今日 も ジェジュン に 負け ない に 頑張る ⊂^ j ^⊃ ぞ ぅ さいこ 良い 0 を ね ♡
Fear,     ダメ で 聞い て みよ う くっつく の とか 多い かも しれ ない ドキドキ し すぎ ない で ね ←
Fear,     歯 も 入れ て あげ ましょ 笑 くわさ ん 器用 でしょ は 器用 に なり たい です
Fear,     連載 終わっ て ほしく ない よ 〜
Fear,     なんか もう 新しい グール で てる ジョジョリオン も あっ た し
Fear,     出勤 に 自転車 の タイヤ が パァン ! って 、 パンク し た 勤 初日 な のに ! てか お祓い 行っ た ばかり な のに !
Fear,     が に 立っ て 病院 や 医師 の 説明 を 聞か ない の も 気に入ら ん です 過去 の 我が家 の し て も 医師 は に 説明 する 自己責任 で は ある けれど 一切 動か ず 喋ら ず を 通し 結婚 以来 全て 嫁 に 責任 を 擦り付け て き た 嫁 の わかり ませ ん は 通ら なかっ た ん です た まらん です
Fear,     遥 女性的  0% 男性的  0% まさかの 0% # vonvon # の 心 は 女性的 か 男性的 か
Fear,     そんな が あっ た の か それにしても お疲れさま
Fear,     フリーズ ドア が 閉まっ て イヤホン と さよなら ; _ ; /~~~
Fear,     おは です ... 病院 の 過ぎ てる ... ε - ε - ε - ε - ヘ ||′ 囗 `* ノ ゙ ぎゃぁ
Fear,     あるある ー な ん だ ? この 白い の は って 。
Fear,     ちょ ー 長い っす ね ...
Fear,     ライフ おはよう ござい ます !! 昨日 は 大 っ っ 変 申し訳 あり ませ ん でし た 眠気 に 打ち勝つ が でき ず 、 、 ꙭ 今日 は 仕事 です が 0 - 0時 なら ゴリっと 空い てる ので 、 よけれ ば リット 集め の 旅 に 無事 出航 できれ ば 嬉しい です
Fear,     おはよう ござい ます カフェ 君 ほんとに 昨日 は 凄かっ た です ね 今日 も ある です よ 梅雨 の 終わり に は よく あり ます ね 。 雹 も 降っ たり し て カフェ 君 おじさん に 会え た ?
Fear,     なんて 、 0回目 ! 昨年 は 蜂 は 大丈夫 でし た か ? 今年 は ひたすら 登り 、 ひたすら 下る です ね 。 きびしい
Fear,     はよう ! 朝 枠 終わっ て 0分 を つぶっ た ! 今日 が の 真ん中 もっこり 水曜日 彼ぴっぴ の に 住ん で 初 朝 枠 し た よ 記念日 だ ね ! 朝 お 、 歯磨き タイム まで ありがと でし た ◦ ˉ ̆ ˉ ◦ エブリデイ 夏バテ ゆっくり 頑張り まーす 。 とら くん も を つけ て ねい て ら !
Fear,     大丈夫 ?
Fear,     なかなか ミッションインコッシブル
Fear,     ありがとう ござい ます ^-^ 実は が 正社員 研修 で 0 週間 な の です が 、 業務 を し て いる と 勘違い さ れ て いる で そんな 忙しい の ? って 言わ れ ちゃい た 笑 大人 の 対応 を し つつ 、 も 言わ せ ない くらい 強く なり ます
Fear,     おはよう ござい ます 今朝 も 寒い です ね 今週 も よろしくお願いします を つけ て 行ってらっしゃい
Fear,     朝 お 腹いっぱい どんな 作品 な の か に なり すぎ て そわそわ
Fear,     そ ー な ん です か 笑 静岡 で も 寒い
Fear,     どし た
Fear,     ひ ゃ 〜 な ん です ね マフラー な い間 は カイロ か なんか で ! 風邪 に は お気 を つけ ください
Fear,     おはよう ござい ます ! 昨日 散髪 し た よけい 寒い で すー
Fear,     もう 帰っ て 来 た の ー っ ? 弾丸 だ ねっ お 帰り
Fear,     怖い ~ を 付け て ください !
Fear,     寒い 辛い
Fear,     おはよう ござい ます 。 も 今日 頑張り ましょ う 。 寒い けど 。
Fear,     予算 行か なく て 月末 出勤 に なり
Fear,     わー 寒い 通り越し て 痛 ふぁ ぼ ありがとう
Fear,     まで で れ ない ね ! 今日 は も 寒い〜
Fear,     寒い 鼻風邪 かも まあ まあ 元気 程度 落ち込ん でる って それはちょっと 困っ た ネ 。
Fear,     おはよう 御座い ます 。 本当に 寒い です ね 0 って 、 こんな でし た か ? いい を 過ごし て 下さい ね 。
Fear,     パニック 状態 なう
Fear,     寒いー
Fear,     近年 、 暑さ ・ 寒さ に 強く なっ た の は 、 継続 な 運動 で が 鍛え られ て き た からだ ... と 信じ て き た けど 、 ひょっ として 、 加 齢 で 気温 の 変化 に 鈍感 に なっ て き た の か ? でも 、 今日 は 普通 に 寒い ゾ 。
Fear,     まあ 怖い 。 変 な ホラー より 怖い !! おはよう ござい ます 。 疲れ た の か な ? お子さん お 大事 に なさっ て ください 。
Fear,     もー にん に 今日 は 寒っ
Fear,     試験 本番 で いきなり 傾向 変え られ たり sf な の 急 に 来る と 冷静 に 頭 働かせ られ な そうだ 荒れ と 思っ た 国語 は 特に 古文 なんか 雰囲気 全然 変わっ た けど 敬語 とか 主語 判定 が いら なく なっ て 相当 易化 し た が する 古文 でき ない 分から ん けど
Fear,     お疲れ様 です おめでとう ござい ます
Fear,     ん ? なんか 、 が 白い ? と 、 外出 たら ... 積もっ てる やん まぁ 、 道路 は 大した ない けど 車 で 出よ う と 思っ て た のに スタッドレス ちゃう し なぁ 〜 う 〜 む 、 う 〜 む 、 今日 の 予定 変更 す べき か ... 出掛ける タイミング まで 気づか ない と は 、 油断 し て た 今日 の 京都 女子駅伝 の 大変 や なぁ
Fear,     cdtv 録画 し て て み た けど むっちゃ 泣い て しまっ た 0時 0分 塾 や ねん けど 見る タイミング まちがえ た 笑
Fear,     いえ ば アミ と 全然 やっ て ない
Fear,     東京 の が スキー する は まで 行く ん です か ? 都内 に スキー場 って ある ん です か ? 石川 は スキー場 が 最近 閉鎖 し たり し て い て 、 が 減っ て い ます ボード ブーム も 去っ た の でしょ う か 。 。 そんな 僕 も 子供 産まれ て も 行け て ませ ん が 。 。
Fear,     久蔵 、 おは よー ござい ます 昨日 は 新しい ポケモン 取り に 走り回っ て 、 返信 が 遅く なっ て すみません 太宰府 の 梅 、 なかなか に 行け ない です よー ! 観光客 が 多 すぎ て ... この辺 の は 太宰府 に は あまり 近づか ない です
Fear,     お ! も の だっ た 〜! わんちゃん 近かっ た かも ね ? わろ た ぁ wwwwww の チェキ こまん さ ん 見切れ て た
Fear,     今日 も の お客様 に 盛り上げ て いただい て ありがとう ござい ます 出勤 し たら 混み 0 で びっくり し た ありがたい ... 遅く なっ て すみません でし た あけおめ kp も いっぱい でき て 嬉しかっ た です センキュー です
Fear,     な の ? 笑 運転 し てる が 大変
Fear,     朝 初めて くださる たっくさん 商 材 として 販売 し て も いい し 転売 や 仕入れ フリー で 利益 を 出して も 転売 の 商 材 だ ずっと 価値 が 下がら ない ずっと 売れる が する ほん っと 安 すぎ ませ ん か # 副業 # 副業 探し て ます
Fear,     おはよう ござい ます ᴖᴥᴖ 今日 は 消防 出初式 です 。 寒い
Fear,     通話履歴 が すごい に なっ とる
Fear,     そんな ... 笑
Fear,     ラインニュース に も 返信 し ちゃっ た !
Fear,     そんなに !? ︎ は とんでも なく つらい よ ね 0 も 体調不良 なんて しんどい ...。 心配 ......。 はやく 治る と いいね ́ ; д ;`
Fear,     余計 に 寒く なっ た 笑
Fear,     おはよう ござい ます も ねむ ねむ 星人 です が 動き ます !! も 普段 絵文字 あまり 使わ ない です ...。〣 移動 を つけ て ください ね
Fear,     うっちぃ 、 おは よー 完全 に 鼻 詰まっ た 呼吸 し てる しんどい お 休み な んで 、 0 源ちゃん を 愛で て ます
Fear,     昨日 の 夜 は ガチ で 吐く か と 思っ た
Fear,     いえいえ ! お 写真 は 綺麗 に 撮っ て 下さっ て ます よ ! も セブン で プリント し て あまり の 白さ に びっくり し た ので はっきり し た 色 は 綺麗 に 出る ん です けど ねぇ ...;; わー ;; ありがとう ござい ます お祝い の お 言葉 まで 嬉しい です ...! お絵描き 頑張っ て いき たい です
Fear,     あかん 、 テレビ 情報 とか 全然 おっつけ て ない 音楽番組 に 出る って です か 、 、 、 !
Fear,     オラ も 、 五反田 と 品川 を 往復 も し た あっ た 笑 思い返す と 、 怖い
Fear,     文房具 忘れ た 友達 い ない ど ない
Fear,     鳥肌 立ち た ...
Fear,     良かっ た ー ε - ́ ∀`* これから も よろしく どんどん 絡ん で いく ね 笑 だ よ ね 、 0 なんて あっという間 だ よ ね ... 頑張る ぞ ー !
Fear,     付け て 〜
Fear,     は 恋し ちゃい な
Fear,     み た事 ない なぁ 笑 面白い ? 0 >◡< 0 ば 色んな アニメ も たい ん だ けど
Fear,     おはよう 0  ω  و は つら み
Fear,     なんか 怒っ て て 怖い ん だ けど
Fear,     そんな の が ある ん です ね ... うらやましい ...
Fear,     朱理 チョロ い 奴ら に 追わ れ てる の ネコ 助け て ネコ チョロ さ なら に も 負け ない 任せろ 朱理 そうじゃない だろ ボケ !!! っていう 微笑ましい シチュエーション です ね 笑
Fear,     送料 ...
Fear,     o ́ ω ` o ノ \ オハヨ ゴザーダス 朝 ごめんなさい !! 今日 0 / 0 発売 は デスノ & 地味 スゴ だっ た 溺れる は 明後日 0 / 0 でし た アテ に なら ない 情報 流し た を お詫び し ます
Fear,     おはよう ござい ます 本当に ビックリ した で も 清塚 らしい 優しい 対応 でし た ね 大井 君 の 顔 が 好き と 話し て い た くらい です 読み返す と 私たち の 会話 に 、 今日 は 返信 する ぞ な が 書い て あっ た と 思い ます もしかして 闘争心 を かきたて て しまっ た かも
Fear,     鼻 なんか で とる その 使い方 は おかしい www
Fear,     ほんま ひどい
Fear,     嘘 でしょ ーーーー 全然 慣れ なかっ た ぁぁぁ
Fear,     え おん が ツイート する まで 起き てよ う と 思っ て た の に 気づい たら 寝 ちゃっ て た
Fear,     その しか ない ね 、 そして 0 0 に ツイッター に 載せ られる ガチャ 爆死 の グロ 画像 まで 予想 し た 爆死 覚悟 で ccc コラボ 回す だろ う なぁ
Fear,     メンド い です ね コレ
Fear,     ワクワク 学校 ニノ の 誕生日 ある やん ー ! 倍率 や けど
Fear,     一部の人 の に 崩れ落ちる と いう か 崩壊
Fear,     じゃあ 、 コスプレ 更衣室 に 並ぶ は もしかして 一般 券 とか 優先 券 とか ない です か 、 、 、 ?
Fear,     チケットマスター の サイト に refunds are avail able at the point of purchase . って あり た m & g は ? 中の人 がんばっ て ー ...
Fear,     え ! ほんとに ?? で も 遠い 直接 渡せ ない よ ね
Fear,     ガチャ も ぎりぎり 引ける けど 結果 が わから ない 仕様です
Fear,     ばん じょうさん おはよう 雷雨 ! を つける ね 教え て くれ て ありがとう
Fear,     きゃー ! ち こくち こく !! あっ 、 電車 いる ! えー い ... って 急行 だっ た ! 会社 の 最寄り に 止まら ない よぉ ............... ん ? 、 今日 は 休み だっ た !...... よし ! このまま 電車 に のっ て 、 映画 に 行っ ぉ という おっちょこちょい な ol という 設定 で 0 の ライオン 前編 て くる わ
Fear,     う ぃ ー とく ん また 盲腸 に なっちゃった の ね ... お 大事 に !
Fear,     、 スペシャ で ゆず に どっぷり 浸かっ て ます 。 今年 は ゆず ライブ に 0回 行く 予定 です ඊ 。 ミスチル も 0 / 0 の ドーム に 行き ます 。 アリーナツアー なんか チケ 取れ ない です ね
Fear,     日陰 寒い 帰り たい ... ラーメン 朝 並ん だり する の が 知れ なく なっ て 来 た よぉ ! 0時 まで 待て ねー よ 畜生 ; ; し ない けど 、 早くも リタイア 希望
Fear,     まで 打ち 行っ て た 友達 が 転職 し ちゃっ て 休み 全く 合わ ん の き ちぃ
Fear,     昨日 ノリ で 買っ た 服 着 たら 完全 に リゾート 行く に なっ た 笑 笑
Fear,     体重 が 0倍 って g ある かも 分かん ない けど とにかく 0 お腹 が 目立ち 始める の ね 。 ア ゙ ア ゙ ア ゙ ア ゙ ア ゙ 早く 胎動 たい よ よ よ よ 早い は 0w って 言う けど 太っ てる は にくい って 言う お腹 に 余分 な 脂肪 が ある ウチ は まだまだ だろ う な
Fear,     今日 は 、 天気 が いい でも 頑張れ そーだ な でも 、 ミサイル は 怖い
Fear,     貰う の も ほんと 勘弁 です ね 〜 十分 な 注意 が 必要 です ね 。
Fear,     のこり 0時 !?!? クラウドファンディング ! のこり 0時 お願い ばかり で 申し訳ない の です が 、 、 、 もう少し だけ 、 みなさま の お力 を お かり し たい です 絶対 の 絶対 に ! 衣装 を つくる !! 私たち に は 衣装 が 必要 な の です ワガママ ごめんね。 残り わずか 。 お願い し ます !! ...
Fear,     寝坊 した !? やっ べ ぇ → あっ 、 今日 土曜日 か
Fear,     なんか 血 ついてる
Fear,     こんな に 遅延 って ついて ない でも 電車 に 落ち て た ゴミ 拾っ て 捨て た いい あり ます
Fear,     ヒカキン キチガイ に なっ ちゃっ てる !!
Fear,     近侍 の 長期間 放置 ボイス が 可愛 すぎ て っ
Fear,     まじ かー においフェチ という か ジャンキー だ な
Fear,     おはよう です 。 腰 より 暑 さ です 。 、 本当に ヤバい です 。
Fear,     keita 、 おはよう ござい ます 今日 の 紫外線 は 強 です ねー 短時間 & 日陰 が 多い と は いえ 、 に 出 て お 散歩 の 予定 な ので 、 しっかり 対策 し ない とー !! 今日 も 0 、 楽しん で いき ましょ う ♬* ゚
Fear,     えっ ❢ 嘘 完成 披露 は どうせ 東京 と 諦め て た けど に lv の 文字 見落とし て た の でも し て た やん 今日 は 休み で 子供 ら いない 行け て た の に 行き たかっ た 0 は 絶対 行こ っと ...
Fear,     おは スピ ござい ます 「 危険 な 暑さ 」 の 予報 ... お互い に を つけ ましょ う 0 の 雨 の 原曲 と 雰囲気 が ます が ちゃんと の 歌 に し て い ます よね 君 と スピッツ ... そんな 歌 が あっ た なんて 知ら なかっ た アコーディオン ? で 淡々 と 歌っ てる でし た ス 敵 な 水曜日 を
Fear,     な ん です って ...!? 愛弟子 で も 新刊 出さ れ て た のに 、 優秀 すぎる ... アンソロ だって 言う のに 個人 レベル で 拗ら せ た の 描い てる ので お 楽しみ に !! ヤケ という は わん はんで も 新刊 が 出る という です か うわー ! 楽しみ に し て ます !!!
Fear,     昨日 頭 打っ て 頭 痛い し なぜ か おなか い たい
Fear,     大袈裟 じゃ ない です よ ! も 日曜 の サザエさん タイム の に は 明日 また 訪れる 0 勤 を 思っ て 震え て ます 笑 日曜 の 夜 って 月曜 の 考え たら 全然 楽しめ なく なり ます よ ね 笑
Fear,     今日 は 自転車 乗る に は 最適 な 気温 ! 曇り 具合 ! 雨 降る か な 〜 〜
Fear,     なんか 日本 の 周り に 低気圧 が ある や な 〜 今日 は 関東 の も 凄く 暑く なる や で ... 暑い ん やっ たら カラッ と 晴れ て くれ た が いい よ ね 〜|•-• و ✧
Fear,     オッ は よー 皆さん 朝 元気 & セクシー ? です ねぇ 最近 、 生活のリズム が 狂っ て いる の か 、 夜 寝 られ ず 空き に 仮眠 する 生活 を し て い ます 色々 やる コト も ある ので ... 徐々 に 生活 改善 しよ う と 思い ます ・ ・ ツライ t_t
Fear,     は 大切 です 大丈夫 ?
Fear,     飛ん で き た ?! 大丈夫 です か ? 怪我 は ない です か
Fear,     昨日 行っ て た の ねー お疲れさま だ ね 暑い の すごい 苦手 だ ガクブル し てる
Fear,     現実 は 不快 と 恐怖感 しか 無い です ね
Fear,     今日 暑 すぎ
Fear,     ギャー ... 久しぶり に た ... ムカデ twitter の で みる と は ! σ × _ × ; ! ギャー ...
Fear,     え 、 そんなに です か ?! やっ ちさ ん 事故 渋滞 ひっかかっ てる かんじ です ?
Fear,     昨日 ご飯 食べ た お で 聞い た ばかり です 赤ワイン の が 酸化防止剤 多い な ので 、 頭 が 痛く なる も いる です
Fear,     すれ が 寝ぼけ て クーラー つけ ちゃっ た 伊奈 スレ は 極寒 の 部屋 で 震え ながら 目覚める なほ は すれ いん 、 僕 が 一緒 だ ね と お ふとん かけて 抱きしめ て あげ て すれ は いなほ ぉ ... と 笑っ て ねる 。
Fear,     湿度計 が hi に なり 、 振り切れ てる 模様 。 陽射し は ない が 暑 すぎる
Fear,     まじ か ! は ショック 直 と な
Fear,     フルコン 埋め + ストーリー 解禁 + エピ 解禁 で がっぽり でっ せ ! 明日 もっ かい 引ける ! ガチャ で 沼 っ たら 0 ... ゴクリ ... インカム が 社長 の に いく ん だ と し たら 禁欲 出来
Fear,     え ! は 嬉しい です まだまだ 勉強 です なんて お呼び し たら いい です か ?
Fear,     床 で 寝 て た 笑 痛い 0 連続 で ちゃんと ベッド で 寝 れ て ない _|\\○_ 最近 が 眠 すぎ て やばい _|\\○_
Fear,     だって ー 〣 昼間 そんな もんもん と する なんて ... 笑
Fear,     久しぶり の myname ライブ が 鈍っ て たら 、 どう 今日 も 、 暑い 、 着る 服 が 、 決まら ない 〣 焦る な! とりあえず 、 主婦 業務 し ながら 、 冷静 に 、 なろ う
Fear,     o - 0 、 大人 は 感染 し て も 症状 が 余り 出 ず 、 拡散 し ちゃう 可能性 ある とか ... 怖い ...
Fear,     疲労感 が ピーク な ので 整骨院 予約 っ ち
Fear,     おいおい 、 よく 考え たら 当選 し た これだけ 腹 に 収め ない と いけ ない じゃ ない か ... さすが に 重い ぞ に + ジュース と ケーキ や で !
Fear,     昨夜 体調 が 最悪 だ 朝 と 夜 の 水揚げ 作業 が なく て 本当に 助かっ た 。
Fear,     ランニング し て き やし た
Fear,     公演 調子 悪かっ た ん だ けど 入っ たら 悪化 し た 笑 な ん なら 全 現場 の 救護 制覇 を 目標 に おたく やっ て いこ う か な ... www 昨日 夜 が 最後 の 公演 だっ た 記憶 が ない が とても 悲しく て あやち ゃんもこっちこないだより 暑い 日曜 を つけ て ね
Fear,     駐車場 に お バイク 停め て 、 バス停 の お ね いさん と が 合い ニコッ と し た と 思っ たら 、 入口 ドア に クモの巣 が 張ら れ て いる の に 気づか ず 突入 ! う 〜 、 なんて日だ
Fear,     おはよう ござい ます ☀ ︎ お 、 お 茶目 な ん です よー 震え 声 0分 も !? は 長 すぎ です ね ... 住所 なら 家で 見る ので いい ん です が ね
Fear,     twitter て て 病ん でる の は だけ ? なんで 神 引き し てる ん って なる の は だけ か ?
Fear,     今月 上司 変わっ て まだ 0度 も あっ た ない ん だ けど 、 電話 で 会社 休む 旨 伝え たら 風邪 だ と 思っ てる の か 病院 行っ て 早く 治す に 言わ れ た あえて 妊娠 だ と は 言わ なかっ た けど まぁ いい や ... 多分 会わ ない 産休 に 入り
Fear,     おもしろく て 読ん じまっ た よ ねむい
Fear,     ニキビ とか まで あんま でき た ない のに 退院 し て 酷い
Fear,     0 週間 振り に 家で 一人 だ ~ ほんと 長く て 散々 な 冬休み だっ た わ さて か な
Fear,     うわー 真っ白 だ
Fear,     だ ね ! 結果 オーライ ! 笑 今日 あったかいっ て いう 服 に コート に し たら 寒い 笑
Fear,     わー レモン 育て なきゃ 。 。 先生 も き て もらう ー
Fear,     土日 混み だ よ ねー 期間中 は 行き たい ...
Fear,     朝 ダァ 仕事 頑張 ろー
Fear,     昨日 は 夜 な のに が パッチリ で ご き げん 0回目 は 指 を 吸っ て で 寝 て くれ た ものの 、 0回目 は 夫 の いびき に 邪魔 さ れ て 寝 られ ず 眠く なり すぎ て 泣く と いう 。 睡眠 退行 という 単語 が チラつく ...。 イビキ について は 里帰り 終わる まで に 耳鼻科 行っ て くれ って 言っ た のに なぁ
Fear,     ランキングイベ はほん と 睡眠不足 に なり がち です ね ...
Fear,     おは よっ なんか 変わっ た 雲 出て た
Fear,     もっとも らしい 言いだし た 笑
Fear,     最近 どの パンツ 履い て も pk に なる ん だ けど なんで ?? お 尻 大きく なっ た ??
Fear,     おはよう ござい ます 暖かい 朝 と 思い き や 、 日陰 は 路面凍結 で ヒヤヒヤ 余談 ながら 0 / 0 よ ほど の 豪雪 に なら なけれ ば 久しぶり に gps 参加 しよ う か と 。 日付 が なっ た ころ に 改めて 予約 & ご 報告 致し ます
Fear,     温かく なる って いう 薄手 の アウター に し た けど 、 寒い なー
Fear,     マッマインフル b型
Fear,     昨日 寝る に 見よう見まね で 木工用ボンド で リモコン 綺麗 に として 放置 し て た けど まだ 乾い て ない 塗り すぎ た か ... 一切 触れ ない ... でも テレビ は サンドウィッチマン だ 全然 いい けど ...♪、 ちゃんと 取れる か な
Fear,     臭い が 移る よ 、 気持ち 悪い ... 香水 臭 すぎ !
Fear,     混ん で ます か ?
Fear,     法事 で 朝 えんえん 団子 丸め て たら 食べ て ない のに お腹 痛い
Fear,     朝ごはん も 食べれ く なっ て き た
Fear,     地元 の ローソン に は 売っ てる w カバー曲 って どんな ? あー でも くいな 食いしん坊 だ マジで 食べ られ いい なー 今朝 も セミ の せい で 0時 くらい に 一旦 目覚め て しまっ た よ
Fear,     お の も 言え なく て 参っ て た よ
Fear,     なんか あっ た ん です ね ...
Fear,     隣り の の ... ずっと ひっきりなしに 咳 と 鼻水 ^_^; 約 0時 半 ... 風邪 うつる か な ぁぁぁぁぁ
Fear,     うおおおおおお 来週 見よ う ぜ っ っ って 、 ちょい 待ち 、 来週 は 鞍手 じゃん 車 の で 見れる か
Fear,     すみません こわい です よ
Fear,     ありがとう ござい ます ケージ の を 充実 さ せ て 、 慣らし て と 思っ てる ので 、 お引越し は まだ です の 部屋 が ケージ で 占領 さ れ て ます
Fear,     先週 た 。 えむ の お仕置き → ぱら どの 土下座 そして りせっと で ぽかーん #ニチアサ
Fear,     まず い事 言っ ちゃい た か すみません
